conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate
1508750,1508752,1508751,2017-11-03T14:00:42+00:00,@115858 y’all on some bullshit!! Can’t use “I️”” or “I️t””,@470198 What iOS version are you currently on? Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT,customer: @115858 y’all on some bullshit!! Can’t use “I️”” or “I️t””,2,0
1509400,1509402,1509401,2017-11-03T14:17:00+00:00,Why the F doesn’t the letter I️ work on @917 or @126 ?!?!! @11550 @AppleSupport - this is what shows up. #I️ #LetterI #Apple https://t.co/oJl99k3JXi,@470355 We're here to help. Please DM us the version of iOS you have installed on your device. https://t.co/GDrqU22YpT,customer: Why the F doesn’t the letter I️ work on @917 or @126 ?!?!! @11550 @AppleSupport - this is what shows up. #I️ #LetterI #Apple https://t.co/oJl99k3JXi,2,0
1509902,1509904,1509903,2017-10-16T23:58:00+00:00,Hey @AppleSupport you mind fixing the bug that’s causing all my contacts to be without names in iMessage? Kthxbye,@470455 We'll be happy to look into this. DM us which device you're using and we'll get started. https://t.co/GDrqU22YpT,customer: Hey @AppleSupport you mind fixing the bug that’s causing all my contacts to be without names in iMessage? Kthxbye,2,0
1514433,1514435,1514434,2017-11-03T18:15:38+00:00,"@AppleSupport I’m a bit disappointed as I had an iPhone X in my basket with a 3 Nov shippping date but the upgrade program crashe, now 18th",@471394 Best bet would be to reach out to our Online Sales team about this.  https://t.co/8yjRd1Xo0i,"customer: @AppleSupport I’m a bit disappointed as I had an iPhone X in my basket with a 3 Nov shippping date but the upgrade program crashe, now 18th",2,0
1516142,1516144,1516143,2017-11-03T18:55:42+00:00,"My phone jumped from 20% to dead in 2 mins..it NEVER did that before iOS 11, but @AppleSupport couldn’t find an issue with my battery. Okay.",@471766 Let's help take a closer look. Please DM us the country you're in and we can go from there. https://t.co/GDrqU22YpT,"customer: My phone jumped from 20% to dead in 2 mins..it NEVER did that before iOS 11, but @AppleSupport couldn’t find an issue with my battery. Okay.",2,0
1519221,1519225,1519222,2017-11-03T16:31:30+00:00,@AppleSupport i have DM please answer! about to launch iphone out the window #stressful,@472374 We've received your DM and we'll continue there. https://t.co/GDrqU22YpT,customer: @AppleSupport i have DM please answer! about to launch iphone out the window #stressful,4,0
1526993,1526995,1526994,2017-11-03T22:05:28+00:00,@115858 Update: it has only been 7mins and I’ve already messed up 5 times 🙃,@474169 We'd love to help you get back up and running. Would you mind sending us a DM so we can help? https://t.co/GDrqU22YpT,"customer: Hunter will be referring to himself in third person or as me until @115858 fixes the 9th letter of the alphabet 🙄
customer: @115858 Update: it has only been 7mins and I’ve already messed up 5 times 🙃",3,0
1527707,1527711,1527708,2017-11-03T22:22:00+00:00,@AppleSupport why? 🙃 https://t.co/sNoIvI15Qs,@128160 Let’s team up to get you back to enjoying iMessage. How long has this been happening? Are you able to browse the web in Safari?,customer: @AppleSupport why? 🙃 https://t.co/sNoIvI15Qs,6,0
1527707,1527709,1527712,2017-11-04T03:05:32+00:00,@AppleSupport &amp; yes.,@128160 It looks like you're connected to the internet using a personal hotspot. Can we connect to a Wi-Fi network and try? DM us for more. https://t.co/GDrqU22YpT,"customer: @AppleSupport why? 🙃 https://t.co/sNoIvI15Qs
brand: @128160 Let’s team up to get you back to enjoying iMessage. How long has this been happening? Are you able to browse the web in Safari?
customer: @AppleSupport Since yesterday.
customer: @AppleSupport &amp; yes.",6,0
1535659,1535661,1535660,2017-11-04T00:29:30+00:00,@115858 @116333 @AppleSupport I was really excited for my iPhone X but it has really turned into a major headache,@476167 We'd be happy to do what we can to help. Can you DM us what's happening with your iPhone X exactly? https://t.co/GDrqU22YpT,customer: @115858 @116333 @AppleSupport I was really excited for my iPhone X but it has really turned into a major headache,2,0
1538064,1538066,1538065,2017-11-04T01:20:27+00:00,FIX THIS QUESTION MARK STUFF @AppleSupport 🗣🗣,@476810 Let's work together to get to the bottom of this. DM us and we'll get started. https://t.co/GDrqU22YpT,customer: FIX THIS QUESTION MARK STUFF @AppleSupport 🗣🗣,2,0
1541107,1541110,1541108,2017-11-03T22:37:00+00:00,@AppleSupport yooo why does the new IOS feel the need to restart my phone 274832 times a day and not play music from Spotify,@477611 This definitely doesn't sound like expected behavior. Can you let us know which iPhone and iOS version you're using now?,customer: @AppleSupport yooo why does the new IOS feel the need to restart my phone 274832 times a day and not play music from Spotify,4,0
1541107,1541109,1541111,2017-11-04T02:59:28+00:00,@AppleSupport iPhone 7 and the newest IOS 11.1,@477611 Thank you. Please send us a DM confirming if you notice a spinning gear icon or the Apple logo when the iPhone restarts. https://t.co/GDrqU22YpT,"customer: @AppleSupport yooo why does the new IOS feel the need to restart my phone 274832 times a day and not play music from Spotify
brand: @477611 This definitely doesn't sound like expected behavior. Can you let us know which iPhone and iOS version you're using now?
customer: @AppleSupport iPhone 7 and the newest IOS 11.1",4,0
1547566,1547569,1547567,2017-10-30T14:32:01+00:00,@AppleSupport please let me know  Is US purchased iPhone get international warrenty ?,@479142 Great question! We're glad to go over details of the warranty and any restrictions to note. Please DM us to proceed. https://t.co/GDrqU22YpT,customer: @AppleSupport please let me know  Is US purchased iPhone get international warrenty ?,5,0
1547566,1547568,1547570,2017-10-30T15:02:07+00:00,@AppleSupport As per latest media news apple india announce the warranty of iPhone in India even of they are purchased outside india. Please respond on DM,@479142 Thanks! We've received your DM and will proceed there.,"customer: @AppleSupport please let me know  Is US purchased iPhone get international warrenty ?
brand: @479142 Great question! We're glad to go over details of the warranty and any restrictions to note. Please DM us to proceed. https://t.co/GDrqU22YpT
customer: @AppleSupport As per latest media news apple india announce the warranty of iPhone in India even of they are purchased outside india. Please respond on DM",5,0
1551360,1551362,1551361,2017-11-04T03:34:53+00:00,When @115858 has yet to fix their stupid ass glitch and you’re stuck using “eye” to refer to one’s self. #WhatTheEntireFuck #BloodyHell https://t.co/oLcFGDRqmJ,@457417 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,customer: When @115858 has yet to fix their stupid ass glitch and you’re stuck using “eye” to refer to one’s self. #WhatTheEntireFuck #BloodyHell https://t.co/oLcFGDRqmJ,2,0
1552212,1552214,1552213,2017-11-04T04:06:25+00:00,@AppleSupport Messages crashes on launch on my iPhone X. Rebooting didn’t solve it. Any ideas? Also: can’t delete iCloud backup?,"@162688 Hey Mike, we'd like to look into this with you. Send us a DM to continue. https://t.co/GDrqU22YpT",customer: @AppleSupport Messages crashes on launch on my iPhone X. Rebooting didn’t solve it. Any ideas? Also: can’t delete iCloud backup?,2,0
1558100,1558102,1558101,2017-11-04T12:54:27+00:00,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ ..........this is the problem the letter “eye” is fucking up @115858 the hell going on?,@481586 We want to help you address this. Please see https://t.co/xU1AGHStV6 for a way to correct this for now.,customer: I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ ..........this is the problem the letter “eye” is fucking up @115858 the hell going on?,2,0
1561776,1561778,1561777,2017-10-28T21:47:00+00:00,@61250 @AppleSupport It has honestly been such a problem for me. I upgraded from the 6. This just keeps going mental on me,@482450 We've received your DM and will continue working from there. https://t.co/GDrqU22YpT,customer: @61250 @AppleSupport It has honestly been such a problem for me. I upgraded from the 6. This just keeps going mental on me,2,0
1565962,1565964,1565963,2017-11-04T15:44:00+00:00,Also @115858 pls fix I️I️I️I️I️I️I️I️ it’s so ugly,@483387 We'd like to offer some guidance with this. Check out these steps for help with what you're seeing: https://t.co/B0Cc3hHeQk,customer: Also @115858 pls fix I️I️I️I️I️I️I️I️ it’s so ugly,2,0
1565973,1565975,1565974,2017-11-04T15:43:32+00:00,Dear @AppleSupport! My MBP is a bit slow during Photo Library Migration. Any idea why? Thx https://t.co/Bwzp2nItS1,@483391 We want to help get your computer running smoothly. Let's continue in DM. https://t.co/GDrqU22YpT,customer: Dear @AppleSupport! My MBP is a bit slow during Photo Library Migration. Any idea why? Thx https://t.co/Bwzp2nItS1,2,0
1566794,1566797,1566795,2017-11-04T15:56:00+00:00,I’ve been awake for just over and hour and my phone has lost 30% battery life. Can I throw it in a fire @115858? It’s not been heavily used.,@483586 We can look into your battery in more detail today. Which iPhone model and iOS version are you using?,customer: I’ve been awake for just over and hour and my phone has lost 30% battery life. Can I throw it in a fire @115858? It’s not been heavily used.,9,0
1566794,1566796,1566798,2017-11-04T20:00:30+00:00,"@AppleSupport iPhone 7, with the very latest iOS updated a few days ago. I lose battery life exceptionally quickly. Changed a lot of settings to help",@483586 Try maximizing your battery life using the steps here: https://t.co/BGb00taxed Let us know if you see any improvement.,"customer: I’ve been awake for just over and hour and my phone has lost 30% battery life. Can I throw it in a fire @115858? It’s not been heavily used.
brand: @483586 We can look into your battery in more detail today. Which iPhone model and iOS version are you using?
customer: @AppleSupport iPhone 7, with the very latest iOS updated a few days ago. I lose battery life exceptionally quickly. Changed a lot of settings to help
customer: @AppleSupport but to no avail. I don’t expect to lose 30% from loading twitter once, Facebook twice and scrolling Instagram. Ten mins of actual use.",9,0
1566794,1566800,1566802,2017-11-04T23:47:24+00:00,"@AppleSupport I have tried every possible way of maximising the battery life. Background refresh is off, mail isn’t pushed, brightness is down.",@483586 OK. We'd like to look into this a little deeper with you. DM us and we'll continue working with you there. https://t.co/GDrqU22YpT,"customer: I’ve been awake for just over and hour and my phone has lost 30% battery life. Can I throw it in a fire @115858? It’s not been heavily used.
brand: @483586 We can look into your battery in more detail today. Which iPhone model and iOS version are you using?
customer: @AppleSupport iPhone 7, with the very latest iOS updated a few days ago. I lose battery life exceptionally quickly. Changed a lot of settings to help
customer: @AppleSupport but to no avail. I don’t expect to lose 30% from loading twitter once, Facebook twice and scrolling Instagram. Ten mins of actual use.
brand: @483586 Try maximizing your battery life using the steps here: https://t.co/BGb00taxed Let us know if you see any improvement.
customer: @AppleSupport I have tried every possible way of maximising the battery life. Background refresh is off, mail isn’t pushed, brightness is down.
customer: @AppleSupport Analytics are off. I’ve honestly tried everything I know to make it last. I use it for maximum one hour on the way to work, my break, on the
customer: @AppleSupport way home and I go from 100% to less than 20% in that short time.",9,0
1566803,1566805,1566804,2017-11-04T15:55:31+00:00,.@AppleSupport why do Indian customers get a raw deal on post purchase support for iPhone X.We pay more than US and deserve same service lvl,@483587 This isn't what we like to hear and we'd like to look into it. Please DM us more about the issue. https://t.co/GDrqU22YpT,customer: .@AppleSupport why do Indian customers get a raw deal on post purchase support for iPhone X.We pay more than US and deserve same service lvl,2,0
